Moleculas,Structure of Smiles [idcode],Smiles,Compound,Link,Total Molweight,Molweight,Monoisotopic Mass,cLogP,cLogS,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Polar Surface Area,Druglikeness,LE from Moleculas,LLE from Moleculas,LELP from Moleculas,Mutagenic,Tumorigenic,Reproductive Effective,Irritant,Nasty Functions,Shape Index,Molecular Flexibility,Molecular Complexity,Fragments,Non-H Atoms,Non-C/H Atoms,Metal-Atoms,Electronegative Atoms,Stereo Centers,Rotatable Bonds,Rings Closures,Aromatic Atoms,sp3-Carbon Fraction,sp3-Atoms,Symmetric atoms,Small Rings,Carbo-Rings,Hetero-Rings,Saturated Rings,Non-Aromatic Rings,Aromatic Rings,Saturated Carbo-Rings,Non-Aromatic Carbo-Rings,Carbo-Aromatic Rings,Saturated Hetero-Rings,Non-Aromatic Hetero-Rings,Hetero-Aromatic Rings,Amides,Amines,Alkyl-Amines,Aromatic Amines,Aromatic Nitrogens,Basic Nitrogens,Acidic Oxygens,Stereo Configuration,Globularity SVD,Globularity Vol,VDW-Surface,VDW-Volume
154,edZPJ@@@IE`X\bbbTTbbbrT\ffIRbcGB`SaRUSSUUUUUUTttuTqQFIqEHYLi@\`,C[C@H](CC/C=C(/C)\C(O)=O)[C@@H](CC1)[C@@](C)(C2)[C@]1(C)C(CC[C@@H](C(C)(C)C(CC1)=O)[C@@]11O)=C1C2=O,"3,11-Dioxolanosta-8,24(Z)-diene-26-oic acid",https://lmwdatabase.s3.eu-north-1.amazonaws.com/out154.smi.png,470.647,470.647,470.303.225,5.4257,-5.004,5,2,349.62,18.683,91.67,-29.262,27.488,1.3868,19.738,none,none,none,none,,0.5,33.104,,1,34,5,0,5,6,5,4,0,75.862,24,1,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,38.222,71.468,481.97,600.89
155,dcLD`BXHcHhhhdctpQDT@@,Cc(cc1OC)cc(OC)c1Cl,"2-Chloro-1,3-dimethoxy-5-methyl benzene (chlorinated orcinol derivatives)",https://lmwdatabase.s3.eu-north-1.amazonaws.com/out155.smi.png,186.637,186.637,186.044.757,2.4695,-2.732,2,0,145.46,13.749,18.46,-19.264,7.785,4.3402,3.1721,none,none,none,none,,58.333,37.094,60.182,1,12,3,0,3,0,2,1,6,33.333,5,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,20.739,76.901,214.99,199.85
156,dg\B`BX{BHrJJJIHz]LDQEL@@,COc1cc(C(O)=O)cc(OC)c1Cl,"4-Chloro-3,5-dimethoxybenzoic acid",https://lmwdatabase.s3.eu-north-1.amazonaws.com/out156.smi.png,216.619,216.619,216.018.937,1.6107,-2.401,4,1,157.3,29.332,55.76,-1.449,66.702,5.1962,2.4148,none,low,none,none,,0.5,25.255,62.421,1,14,5,0,5,0,3,1,6,22.222,5,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,19.081,76.033,223.77,208.63
157,dg|B@@SSRY[UVJaej@BjbEH@,CC(c1cc(C(OC2)=O)c2cc1O)O,5-Hydroxy-6-(1-hydroxyethyl)isobenzofuran-1(3H)-one,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out157.smi.png,194.185,194.185,19.405.791,575,-1.653,4,2,138.73,35.493,66.76,-23.239,66.674,6.7466,8.624,none,none,low,none,,0.5,12.118,72.855,1,14,4,0,4,1,1,2,6,0.3,6,0,2,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,both enantiomers,36.472,78.194,214.98,204.88
158,eobPF@@@LNEKOLdTRTbbrrdvbLLTThDXdt\rjZFVvjjjjjjZfjjjjT`aBhcBDddtQdB`t@@,CC(C)C(CC1)=C2[C@@]1(C)CC[C@@](C)([C@@H]([C@@H]1[C@]3([C@@H]4O)O)O[C@@H]3OC[C@]43O)[C@@H]2CC=C1[C@@H]3O,Erinacine,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out158.smi.png,432.555,432.555,43.225.119,1.8313,-3.353,6,4,286.27,25.291,99.38,-55.516,30.099,4.97,6.0843,none,none,none,high,,35.484,21.694,,1,31,6,0,6,10,1,6,0,0.84,27,1,6,4,2,4,6,0,2,4,0,2,2,0,0,0,0,0,0,0,0,this enantiomer,46.535,7.497,432.65,549.1
159,fha@`@@HR[UUUUZjjjj`@@,CCCCCCCCCCCCCCC(O)=O,Pentadecanoic acid,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out159.smi.png,242.401,242.401,24.222.458,5.6081,-3.969,2,1,228.74,11.428,37.3,-25.216,54.864,1.1905,10.222,none,none,none,none,,94.118,52.903,19.804,1,17,2,0,2,0,13,0,0,93.333,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,20.222,68.923,316.19,302.28
160,fdq@`@@HR[UUUUVjjjjj@@,CCCCCCCCCCCCCCCC(O)=O,Hexadecanoic acid,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out160.smi.png,256.428,256.428,25.624.023,6.0625,-4.239,2,1,242.5,10.779,37.3,-25.216,51.795,73.338,11.705,none,high,none,high,,94.444,52.634,19.804,1,18,2,0,2,0,14,0,0,9.375,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,20.451,67.505,335.13,319.85
161,fby@`@@HR[UUUUUZYjjjj`HqT`,CCCCCCCCCCCCC/C=C/C=C/C(O)=O,Octadecadienoic acid,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out161.smi.png,280.45,280.45,28.024.023,6.4669,-4.323,2,1,267.98,97.545,37.3,-21.725,46.597,32.627,13.878,none,none,none,none,,0.95,51.045,29.706,1,20,2,0,2,0,14,0,0,72.222,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,21.392,65.301,364.81,345.51
162,fdyPp@NJ@RQgQRYgmn[v\|EjVjZiZ@@,OC(C(C=C1)=O)=C(C(N(C=CC2=O)O)=C2O)N1O,"Orellanine (3,30-dioxide""",https://lmwdatabase.s3.eu-north-1.amazonaws.com/out162.smi.png,252.182,252.182,252.038.238,-2.957,-1.396,8,4,166.84,51.295,121.54,1.6434,51.754,9.7475,-57.136,none,none,none,none,,44.444,42.112,7.679,1,18,8,0,8,0,1,2,0,0,6,9,2,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,4.392,77.686,245.65,247.83
163,fbu@P@@HYKHhdhULddddRcNMSUUUUUXHnPT@@,CCCCCCCCCC[C@@H]([C@@H]1O[C@@]1(C=C1)OC1=O)O,Ramariolide A,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out163.smi.png,282.378,282.378,28.218.311,3.1847,-3.459,4,1,236.26,22.767,59.06,-20.435,4.656,3.6031,6.8399,high,low,none,high,oxiran/aziridine,0.8,5.168,,1,20,4,0,4,3,10,2,0,8.125,16,0,2,0,2,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,this enantiomer,26.744,68.685,339.54,334.23
164,dmM@@@qJYm^neP`@@@@,Nc1nc2ccccc2cc1,2-Aminoquinoline,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out164.smi.png,144.177,144.177,144.068.748,1.6497,-2.923,2,1,115.14,2.279,38.91,-19.084,84.622,5.1355,1.9495,high,none,none,none,,63.636,0,59.256,1,11,2,0,2,0,0,2,10,0,0,0,2,1,1,0,0,2,0,0,1,0,0,1,0,1,0,1,1,1,0,,"1,43E-12",80.867,180.37,165.61
165,fe@p@@\LT\|bbbTTNfTRRbeSERt{vVekWkPLDUAAQSDTQR\hrl@@,Oc(ccc1c2[C@H]([C@H]3O[C@H]33)O[C@@]1(C=C1)c4cccc(O)c4C1=O)c2C3=O,Urnucratin A,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out165.smi.png,348.309,348.309,34.806.339,1.1274,-3.699,6,2,229.28,34.861,96.36,1.2186,35.788,5.6551,3.1502,low,none,none,high,oxiran/aziridine,38.462,10.199,,1,26,6,0,6,4,0,6,12,0.2,8,0,7,4,3,3,5,2,1,2,2,2,3,0,0,0,0,0,0,0,0,this enantiomer,47.123,72.178,343.11,366.38
166,em`PF@@@NKJielbbbTTrtJbRTTjXTdL|BJzjZZFZA`hjBBbfHhaQ^IJMP@,COc(cccc1[C@]2(C=C3)O[C@@H]([C@H]4O[C@H]44)c5c2ccc(O)c5C4=O)c1C3=O,Urnucratin B,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out166.smi.png,362.336,362.336,36.207.904,1.4031,-4.013,6,1,245.19,31.335,85.36,1.3185,34.449,5.3768,4.073,low,none,none,high,oxiran/aziridine,40.741,10.208,,1,27,6,0,6,4,1,6,12,2.381,9,0,7,4,3,3,5,2,1,2,2,2,3,0,0,0,0,0,0,0,0,this enantiomer,4.719,70.709,362.15,385.22
167,em`PF@@@NKJielbbbTTrtJbRTTjXTdL|BJzjZZFZA`hjBBbjHjaQ^IJMPZ@@,COc(cccc1[C@]2(C=C3)O[C@@H]([C@H]4O[C@H]44)c5c2ccc(O)c5[C@@H]4O)c1C3=O,Urnucratin C,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out167.smi.png,364.352,364.352,36.409.469,1.2279,-3.284,6,2,246.29,31.219,88.52,1.2324,34.436,5.5494,3.5658,high,none,low,high,oxiran/aziridine,40.741,10.899,,1,27,6,0,6,5,1,6,12,28.571,11,0,7,4,3,3,5,2,1,2,2,2,3,0,0,0,0,0,0,0,0,this enantiomer,45.561,70.924,366.25,393.57
168,ehRPL@@@EmlbbdRebTJTfbqbbJTxDLlBbJZZjjjZjjjfijjXH`d|dTJgT@@,C[C@@](CC1)([C@@](C)(CC2)[C@@H]1[C@H](CCC=C(C)C)C(O)=O)C(CC1)=C2[C@](C)(CC2)[C@@H]1C(C)(C)C2=O,"3-Oxo-24-methyl-5Î±-lanost-8,25-dien-21-oic acid",https://lmwdatabase.s3.eu-north-1.amazonaws.com/out168.smi.png,454.692,454.692,454.344.695,7.289,-5.979,3,1,351.54,11.145,54.37,-52.076,28.164,-51.431,25.881,none,none,high,none,,48.485,33.963,,1,33,3,0,3,6,5,4,0,0.8,25,2,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,34.009,70.621,495.05,614.49
169,edZPB@@@AmclbbdRebTJTfbvTtQRg@ae`TQSSUUUSUUUMMSUTpQAEyHdTnd@@,C[C@@](C1)([C@](C)(CC2)[C@@H]([C@@H](CCC=C(C)C)C(O)=O)C1=O)C(CC1)=C2[C@@](C)(CC2)[C@@H]1C(C)(C)C2=O,Pinicolic acid,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out169.smi.png,468.675,468.675,46.832.396,6.5806,-5.631,4,1,355.53,14.688,71.44,-50.772,27.325,19.151,24.083,none,none,high,none,,47.059,30.312,,1,34,4,0,4,6,5,4,0,76.667,24,2,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,37.006,71.939,487.76,617.81
170,elVPB@@@AmclbbdRebTJTfbvTtQTtxDLlBbJZZjjjfjjjijZik`bBKrQHiMKi@@,CC(C)C(CC[C@H]([C@@H]([C@@H](C1)O)[C@]2(C)[C@]1(C)C1=CC[C@@H](C(C)(C)C(CC3)=O)[C@@]3(C)C1=CC2)C(O)=O)=C,Polyporenic acid,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out170.smi.png,482.702,482.702,48.233.961,6.4465,-5.679,4,2,366.15,14.278,74.6,-81.851,26.534,32.305,24.295,none,none,none,none,,45.714,35.505,,1,35,4,0,4,7,6,4,0,74.194,25,2,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,41.847,71.533,500.01,635.84
171,elVPB@@@AmclbbdRebTJTfbvTtQTtxDLlBbJZZjjjZjjjijZjk`aBKrQHiMKi@@,CC(C)C(CC[C@H]([C@@H]([C@@H](C1)O)[C@@](C)(CC2)[C@]1(C)C(CC1)=C2[C@@](C)(CC2)[C@H]1C(C)(C)C2=O)C(O)=O)=C,"22E-5Î±-Ergost-7,9(11),22-trien-3Î²-ol",https://lmwdatabase.s3.eu-north-1.amazonaws.com/out171.smi.png,484.718,484.718,48.435.526,6.7219,-5.907,4,2,367.17,14.239,74.6,-85.706,26.524,45.104,25.342,none,none,none,none,,45.714,34.823,,1,35,4,0,4,7,6,4,0,80.645,27,2,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,36.696,71.916,505.14,650.88
172,foA@P@@LekHhhheCmF\xIijjfjIbTgHI@@,CC(C)=C[C@@H](C(C([C@H]1O[C@H]11)=O)=C[C@H]1O)O,Panepoxydone,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out172.smi.png,210.228,210.228,21.008.921,2.021,-1.289,4,2,158.54,35.884,70.06,1.0143,61.867,6.5624,32.667,high,none,none,none,oxiran/aziridine,53.333,37.199,78.648,1,15,4,0,4,4,2,2,0,54.545,9,1,3,1,2,1,3,0,0,1,0,1,2,0,0,0,0,0,0,0,0,this enantiomer,57.222,80.474,228.48,234.38
173,f`iP`@BR@IIf]UUV\UiwfiZZ@H@@@,NC1=CC2=Nc(cccc3)c3OC2=CC1=O,2-Aminophenoxazin-3-one,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out173.smi.png,212.208,212.208,212.058.578,4.894,-2.525,4,1,154.92,32.159,64.68,-15,57.979,6.2726,8.441,high,none,none,none,,5.625,77.788,78.935,1,16,4,0,4,0,0,3,6,0,1,0,3,2,1,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,,15.955,75.936,234.99,224.08
174,fe{P`@DNAEIeUYU_mYVwasZfhHHfX@@@`df@,O=C(/C=C/c1ccccc1)NCCCCNC(/C=C/c1ccccc1)=O,"putrescine-1,4-dicinnamide",https://lmwdatabase.s3.eu-north-1.amazonaws.com/out174.smi.png,348.445,348.445,348.183.778,3.5994,-4.138,4,2,299.48,16.362,58.2,-20.111,35.666,3.1601,10.092,none,none,none,none,,76.923,47.517,45.984,1,26,4,0,4,0,9,2,12,18.182,4,15,2,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,,21.789,64.862,385.48,371.64
175,flu@P@@L|gHhhiEEidh~RUhufijZjjjlXRei@@,C[C@](CO)([C@@H](C1=C(C)C2(CC2)[C@@]2(C)O)O)C=C1C2=O,Iludin S,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out175.smi.png,264.32,264.32,26.413.616,7.377,-1.638,4,3,179.22,29.204,77.76,-6.639,48.788,6.0193,1.512,none,none,none,none,,42.105,22.396,,1,19,4,0,4,3,1,3,0,66.667,13,1,3,3,0,1,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,this enantiomer,52.845,76.036,305.76,333.24
176,fdeA`@@L|dsML}k\dkQkMSTuUUTcBT`@,CC(C)([C@@H](C1=C(C)C2(CC2)[C@@]2(C)O)O)C=C1C2=O,Illudin M,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out176.smi.png,248.321,248.321,248.141.245,1.6644,-2.145,3,2,171.37,22.898,57.53,1.4572,5.148,5.0901,3.2331,none,none,none,none,,38.889,14.569,88.579,1,18,3,0,3,2,0,3,0,66.667,12,2,3,3,0,1,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,this enantiomer,50.526,7.676,298.16,325.49
177,ek`PH@@@LbbRfTRrTtRLVTThxdt\|brjijfjjjfjjhRA\JQVSqQHjCRAj@,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@@H](CC1)[C@]2(C)[C@@H]1C1=CC=C(C[C@H](CC3)O)[C@@]3(C)[C@H]1CC2,Ergosterol,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out177.smi.png,396.656,396.656,396.339.215,7.0441,-5.907,1,1,319.97,40.941,20.23,-11.756,31.941,-29.207,22.053,none,none,none,none,,55.172,29.856,,1,29,1,0,1,8,4,4,0,78.571,23,1,4,4,0,3,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,this enantiomer,33.636,72.011,460.89,568.19
178,ek`PH@@@LbbRfTRrTtRLVTThxdt\|brZZfjZjjfjjicaRKqQHjCRAj@,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@@H](CC1)[C@@](C)(CC[C@@H]2[C@@]3(C)CC4)C1=C2C=CC3=CC4=O,"Ergosta-4,6,8(14),22-tetraen-3-one",https://lmwdatabase.s3.eu-north-1.amazonaws.com/out178.smi.png,392.625,392.625,392.307.915,7.0833,-5.694,1,0,317.32,41.094,17.07,-10.256,3.193,-33.372,22.184,none,none,none,none,,55.172,28.766,,1,29,1,0,1,6,4,4,0,67.857,19,1,4,4,0,1,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,this enantiomer,33.792,71.774,451.98,549.1
179,edZPN@@@@fck`X\bbbTTbbbbVflfaQJcGDdSeVWSSUUUUUUTuTuUIPfIqAIICHxdit`@,C[C@@](C1)([C@H](C[C@@H]2O)C(CCC(O)=O)=C)[C@]2(C)C([C@H](C[C@@H]([C@]2(C)CO)[C@]3(C)CC[C@@H]2O)O)=C3C1=O,Lucidenic acid O,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out179.smi.png,476.608,476.608,476.277.405,2.7456,-3.742,7,5,335.68,27.282,135.29,-54.771,27.224,4.2015,10.085,none,none,low,none,,44.118,3.373,,1,34,7,0,7,9,5,4,0,77.778,26,0,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,33.454,74.018,464.71,599.7
180,edVPN@@@@fek`X\bbbTTbbbbVflfdIRsGDdSeVWSwsSUUUUUUUUUMURTQb\PRRPrNHi]H@,C[C@@](C1)([C@H](C[C@@H]2O)[C@@](CO)(CC3)OC3=O)[C@]2(C)C([C@H](C[C@@H](C2(C)C)[C@@]3(C)CC[C@@H]2O)O)=C3C1=O,Lactone LucidÃªnica,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out180.smi.png,476.608,476.608,476.277.405,1.8631,-3.87,7,4,325.75,27.162,124.29,-67.877,27.215,4.8816,6.846,none,none,none,none,,41.176,18.424,,1,34,7,0,7,9,2,5,0,85.185,28,1,5,4,1,3,5,0,2,4,0,1,1,0,0,0,0,0,0,0,0,this enantiomer,50.722,77.235,452.44,614.07
181,eodPL@@@AGLbdTbbTURLtRLVTTdtTlBbrjjjjjjjjjZjZeHHaLEPeEyHedfhmHAh,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@@H](CC1)[C@@](C)(CC[C@@H]2[C@@](C)(CC[C@@H](C3)O)[C@@]33O)[C@@H]1C2=C[C@H]3O,Cerevisterol,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out181.smi.png,430.67,430.67,430.344.695,5.4731,-5.322,3,3,330.87,11.878,60.69,-28.461,29.838,1.2692,18.343,none,none,none,none,,51.613,29.541,,1,31,3,0,3,10,4,4,0,85.714,27,1,4,4,0,3,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,this enantiomer,36.982,72.843,472.02,599.17
182,edZPB@@@AkolbbbTTbTRbtbIlvTtcGDg`RVSSSUUUUUUMUUUUqQFEpiDDnh\`@,C[C@H](CC[C@@H](C(C)(C)O)O)[C@@H](CC1)[C@@](C)(CC2)[C@]1(C)C(C(C1)=O)=C2[C@@](C)(CC2)[C@@H]1C(C)(C)C2=O,Lucidumol A,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out182.smi.png,472.707,472.707,47.235.526,5.8397,-5.571,4,2,354.59,14.744,74.6,-38.493,27.195,90.023,21.473,none,none,none,none,,47.059,30.473,,1,34,4,0,4,7,5,4,0,86.667,28,2,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,this enantiomer,34.545,7.193,497.13,635.54
183,fhyAP@@LUjvQQQQQFHyLyrRcMMUUUUULKbDiPr@@,CCC[C@H]1OCC(C([C@@H]2O[C@@H]2[C@H]2O)=O)=C2[C@@H]1O,Cycloepoxydon,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out183.smi.png,240.254,240.254,240.099.775,-4.451,-1.362,5,2,170.06,39.333,79.29,-57.028,54.371,7.1826,-81.863,high,none,none,none,oxiran/aziridine,52.941,2.192,85.875,1,17,5,0,5,5,2,3,0,0.75,13,0,4,1,3,1,4,0,0,1,0,1,3,0,0,0,0,0,0,0,0,this enantiomer,42.288,76.381,266.29,272.66
184,ehRPL@@@J@\bdTjTTtbTQaRdrtflBrJzFNnjjjjjjijjjjZDP`bdVblcRFer@@,C[C@H](CC[C@@H](C(C)(C)O)O)[C@@H](CC1)[C@]2(C)[C@]1(C)C1=CC[C@@H](C(C)(C)[C@H](CC3)O)[C@@]3(C)C1=CC2,Lucidumol B,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out184.smi.png,458.724,458.724,458.375.995,6.129,-5.64,3,3,350.68,11.207,60.69,-30.276,0.28,60.618,21.89,none,none,none,none,,48.485,31.658,,1,33,3,0,3,8,5,4,0,86.667,29,2,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,this enantiomer,36.606,72.149,491.55,627.71
185,ehRPL@@@O`\bbdRebTJTfbqbrTRxDLlBbJZZjjjfjjjjZjZXH`b|dRJWT@@,C[C@H](CCC=C(CO)CO)[C@@H](CC1)[C@]2(C)[C@]1(C)C1=CC[C@@H](C(C)(C)C(CC3)=O)[C@@]3(C)C1=CC2,Ganoderiol F,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out185.smi.png,454.692,454.692,454.344.695,6.4365,-5.262,3,2,354.38,11.073,57.53,-55.305,2.799,29.633,22.996,none,none,none,none,,51.515,33.773,,1,33,3,0,3,6,6,4,0,76.667,25,3,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,this enantiomer,37.063,70.324,497.43,614.92
186,ehRPL@@@CglbbdRebTJTfbqbrfdxDLlBbJZZjjjfjjjjjjZxH`b|dRJWTvP@,C[C@H](CC[C@@H](C(C)(C)O)O)[C@@H](CC1)[C@]2(C)[C@]1(C)C1=CC[C@@H](C(C)(C)C(CC3)=O)[C@@]3(C)C1=CC2,Ganodermanondiol,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out186.smi.png,456.708,456.708,456.360.345,6.2727,-5.691,3,2,349.58,11.225,57.53,-38.112,2.798,45.779,22.418,none,none,none,none,,48.485,31.854,,1,33,3,0,3,7,5,4,0,83.333,27,2,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,this enantiomer,36.929,72.271,486.09,618.83
187,edZPB@@@Cgh\bbdRebTJTfbqbrfdw@ae`TQSSUUUTuUUUUUTtHQAEyHdTnilkd@@,C[C@H](CC[C@@H]([C@@](C)(CO)O)O)[C@@H](CC1)[C@]2(C)[C@]1(C)C1=CC[C@@H](C(C)(C)C(CC3)=O)[C@@]3(C)C1=CC2,Ganodermanontriol,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out187.smi.png,472.707,472.707,47.235.526,5.346,-5.184,4,3,357.43,14.643,77.76,-56.474,27.148,1.3822,19.692,none,none,none,none,,0.5,34.548,,1,34,4,0,4,8,6,4,0,83.333,28,1,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,this enantiomer,36.237,72.335,494.83,636.43
188,ejQPN@@@@fcglR\bbbTTbbbbVflfaIfTTXxdb\jrzZZjjjjjjjYjfjiJDqNHIIHYGDU@T@@,C[C@H](CC(C[C@@H](C)C(O)=O)=O)[C@@H](C[C@@H]1O)[C@@](C)(C2)[C@]1(C)C([C@H](C[C@@H](C1(C)C)[C@]3(C)CCC1=O)O)=C3C2=O,Ganoderic acid A,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out188.smi.png,516.672,516.672,516.308.705,3.6875,-4.749,7,3,371.25,24.636,128.97,-40.746,24.938,3.0383,14.787,none,none,none,none,,45.946,37.713,,1,37,7,0,7,9,6,4,0,0.8,27,1,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,38.003,72.047,500.35,643.43
189,eiSPI@@@F@fe`T^Q\bbbbbdRbbbVbeteaIfTTxdTbRfjvZZjjjZjZfjfZijhSBTKbRQRNPZDh@,C[C@H](CC(C[C@@H](C)C(O)=O)=O)[C@@H](CC1=O)[C@@](C)([C@@H]2OC(C)=O)[C@]1(C)C(C(C[C@@H](C1(C)C)[C@]3(C)CCC1=O)=O)=C3C2=O,Ganoderic acid  F,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out189.smi.png,570.676,570.676,570.282.885,3.6074,-4.862,9,1,407.8,28.048,148.95,-39.083,22.497,3.1161,16.035,none,none,none,none,,41.463,35.081,,1,41,9,0,9,8,8,4,0,71.875,25,1,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,33.955,72.038,520.71,682.83
190,eiSPI@@@F@fe`T^Q\bbbbbdRbbbVbeteaIfTTxdTbRfjvZZjjjZjZfjjZijjSBTKbRQRNPZ[He@@,C[C@H](CC(C[C@@H](C)C(O)=O)=O)[C@@H](CC1=O)[C@@](C)([C@@H]2OC(C)=O)[C@]1(C)C(C(C[C@@H](C1(C)C)[C@]3(C)CC[C@@H]1O)=O)=C3C2=O,Ganoderic Acid H,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out190.smi.png,572.692,572.692,572.298.535,3.4637,-4.811,9,2,408.9,27.987,152.11,-16.889,2.249,3.2575,15.401,none,none,none,none,,41.463,34.902,,1,41,9,0,9,9,8,4,0,0.75,27,1,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,38.523,71.901,525.25,689.85
191,eiSPN@@@DBimj^\bfbrTTtbTVTJTTTcVdqTlBrjVnaQZZjjjjijijjjijjPQRKQVPJMHYWIFPXP,C[C@H](CC/C=C(\C)/C(O)=O)[C@@H](C[C@@H]1OC(C)=O)[C@@](C)(CC2)[C@]1(C)C([C@@H](C1)O)=C2[C@@](C)(CC2)[C@H]1C(C)(C)[C@@H]2OC(C)=O,Ganoderic Acid W,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out191.smi.png,572.78,572.78,572.371.305,6.4103,-5.95,7,2,430.14,19.835,110.13,-79.457,22.482,30.867,28.513,none,none,high,none,,46.341,30.014,,1,41,7,0,7,9,9,4,0,79.412,31,1,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,42.824,68.636,566.76,721.26
192,ejQPJ@@@DBeb\bfbrTTtbTVTJRbdjtflBrjfNAaZZjjjjjZfjjjfaAEHmEY@hLciCHLH,C[C@H](CC/C=C(\C)/C(O)=O)[C@@H](C[C@@H]1OC(C)=O)[C@]2(C)[C@]1(C)C1=CC[C@@H](C(C)(C)[C@@H](CC3)O)[C@@]3(C)C1=CC2,Ganoderic Acid X,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out192.smi.png,512.728,512.728,512.350.175,6.5024,-5.711,5,2,390.37,15.954,83.83,-42.544,24.904,2.143,26.11,none,none,none,none,,45.946,31.362,,1,37,5,0,5,8,7,4,0,0.75,27,1,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,38.538,70.627,517.39,656.6
